"label","cleaned_text"
"normal","now only i reached home. . . i am very tired now. . i will come tomorro"
"fraud","freemsg: our records indicate you may be entitled to 3750 pounds for the accident you had. to claim for free reply with yes to this message. to opt out text stop"
"fraud","you can win £100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www.idew.com skillgame, 1winaweek, age16. 150ppermesssubscription"
"normal","life style garments account no please."
"normal","lol wtf random. by the way is that your lunch break"
"normal","sez, how is you & de arab boy? hope you are all good give my love 2 evry1 love you eshxxxxxxxxxxx"
"normal","the lay man! just to let you know you are missed and thought off. do have a great day. and if you can send me bimbo and ugo's numbers, ill appreciate. safe"
"normal","detroit. the home of snow. enjoy it."
"fraud","show your colours! euro 2004 2-4-1 offer! get an england flag & 3lions tone on your phone! click on the following service message for info!"
"normal","okie..."
"normal","aight, i am chillin in a friend's room so text me when you are on the way"
"normal","is toshiba portege m100 gd?"
"normal","well welp is sort of a semiobscure internet thing"
"fraud","text pass to 69669 to collect your polyphonic ringtones. normal gprs charges apply only. enjoy your tones"
"fraud","accordingly. i repeat, just text the word ok on your mobile phone and send"
"normal","loosu go to hospital. de do not let it careless."
"normal","how much for an eighth?"
"normal","omg joanna is freaking me out. she is looked thru all my friends to find photos of me. and then she is asking about stuff on my myspace which i have not even logged on in like a year. :/"
"normal","send your birthdate with month and year, i will tel you your life partner's name. and the method of calculation. reply must."
"normal","juz now have not woke up so a bit blur blur... can? dad went out liao... i cannot cum now oso..."
"normal","how about clothes, jewelry, and trips?"
"fraud","block breaker now comes in deluxe format with new features and great graphics from t-mobile. buy for just £5 by replying get bbdeluxe and take the challenge"
"normal","aah! a cuddle would be lush! i would need lots of tea and soup before any kind of fumbling!"
"fraud","important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you!"
"normal","i am late. i will be there at"
"normal","sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish."
"normal","are you plans with your family set in stone ?"
"normal","please do not forget to study"
"normal","you will never believe this but i have actually got off at taunton. wow"
"normal","den only weekdays got special price... haiz... cannot eat liao... cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... "
"normal","she just broke down a list of reasons why nobody's in town and i cannot tell if she is being sarcastic or just faggy"
"normal"," &lt;decimal&gt; m but its not a common car here so its better to buy from china or asia. or if i find it less expensive. i.ll holla"
"normal","the greatest test of courage on earth is to bear defeat without losing heart....gn tc"
"normal","sorry i am stil fucked after last nite went tobed at 430 got up 4 work at 630"
"normal","hey so what is the plan this sat? "
"normal","beauty sleep can help your pimples too."
"normal","great. hope you are using your connections from mode men also cos you can never know why old friends can lead you to today"
"fraud","natalja (25/f) is inviting you to be her friend. reply yes-440 or no-440 see her: www.sms.ac/you/nat27081980 stop? send stop frnd to 62468"
"normal","where to get those?"
"normal","kind of. just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
"normal","ball is moving a lot.will spin in last :)so very difficult to bat:)"
"normal","haiyoh... maybe your hamster was jealous of million"
"normal","can you please send me my aunty's number"
"normal","i am glad. you are following your dreams."
"normal","i have reached home finally..."
"fraud","urgent. important information for 02 user. today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
"fraud","winner!! as a valued network customer you have been selected to receivea £900 prize reward! to claim call 09061701461. claim code kl341. valid 12 hours only."
"normal","wn you are hurt by d prsn who s close 2 you, do fight wit dem. coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. gud eveb-)"
"normal","you can call now..."
"normal","science tells that chocolate will melt under the sunlight. please do not walk under the sunlight. bcoz,i do not want to loss a sweet friend."
"normal","yes. i come to nyc for audiitions and am trying to relocate."
"normal","i pocked you up there before"
"normal","congrats. that is great. i wanted to tell you not to tell me your score cos it might make me relax. but its motivating me so thanks for sharing"
"normal","i wud never mind if you do not miss me or if you do not need me.. but you wil really hurt me wen you need me &amp; you do not tell me......... take care:-)"
"normal","hey mr what is the name of that bill brison book the one about language and words "
"normal","okay, good, no problem, and thanx!"
"normal","for you information, ikea is spelled with all caps. that is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please do not try and bullshit me. it makes me want to listen to you less."
"normal","call me when you are done..."
"normal","g.w.are"
"normal","you best watch what you say because i get drunk as a motherfucker"
"fraud","kit strip - you have been billed 150p. netcollex ltd. po box 1013 ig11 oja"
"fraud","hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. play now! send hmv to 86688 more info:www.100percent-real.com"
"fraud","please call 08712402578 immediately as there is an urgent message waiting for you"
"fraud","thesmszone.com let us you send free anonymous and masked messages..i am sending this message from there..do you see the potential for abuse???"
"fraud","well done! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tcs, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins"
"normal","hurt me... tease me... make me cry... but in the end of my life when i die please keep one rose on my grave and say stupid i miss you.. have a nice day bslvyl"
"normal","erm... woodland avenue somewhere. do you get the parish magazine, his telephone number will be in there."
"normal","are there ta jobs available? let me know please cos i really need to start working"
"normal","aiyar hard 2 type. you later free then tell me then i call n scold n tell you."
"normal","yup i am free..."
"normal","good good, billy mates all gone. just been jogging, again! did enjoy concert?"
"normal","yo come over carlos will be here soon"
"normal","awww dat is sweet! we can think of something to do he he! have a nice time tonight ill probably txt you later cos i am lonely :( xxx."
"normal","i guess it is useless calling you 4 something important."
"normal","ha ha - had popped down to the loo when you hello-ed me. hello!"
"normal","he dint tell anything. he is angry on me that why you told to abi."
"fraud","someone you know has asked our dating service 2 contact you! cannot guess who? call 09058091854 now all will be revealed. po box385 m6 6wu"
"normal","it so happens that there are 2waxsto do wat you want. she can come and ill get her medical insurance. and she will be able to deliver and have basic care. i am currently shopping for the right medical insurance for her. so just give me til friday morning. that is when i.ll see the major person that can guide me to the right insurance."
"normal","i keep ten rs in my shelf:) buy two egg."
"normal","i was not well babe, i have swollen glands at my throat ... what did you end up doing ?"
"normal","is your changes 2 da report big? cos i have already made changes 2 da previous report."
"normal","captain is in our room:)"
"normal","i cannot speak, bcaz mobile have problem. i can listen you but you cann't listen my voice. so i calls you later."
"normal","hiya stu wot you up 2.i am in so much truble at home at moment evone hates me even you! wot the hell av i done now? y will not you just tell me text bck please love dan "
"normal","s...i will take mokka players only:)"
"normal","are you still playing with gautham?"
"normal","hey mr  and i are going to the sea view and having a couple of gays i mean games! give me a bell when you finish "
"normal","k, jason says he is going to be around so i will be up there around  &lt;#&gt;"
"normal","sorry . i will be able to get to you. see you in the morning."
"normal","aight well keep me informed"
"normal","i am not having her number sir"
"normal","am only searching for good dual sim mobile pa."
"normal","that seems unnecessarily hostile"
"normal","dude got a haircut. now its breezy up there"
"fraud","congrats! 2 mobile 3g videophones are yours. call 09061744553 now! videochat wid your mates, play java games, dload polyh music, noline rentl. bx420. ip4. 5we. 150pm"
"normal","1apple/day=no doctor. 1tulsi leaf/day=no cancer. 1lemon/day=no fat. 1cup milk/day=no bone problms 3 litres watr/day=no diseases snd ths 2 whom you care..:-)"
"normal","i thought we were doing a king of the hill thing there."
"normal","nope i will come online now.."
"normal","also tell him i said happy birthday"
"normal","y bishan lei... i tot ü say lavender? "
"normal","boo what time you get out? you were supposed to take me shopping today. :("
"normal","now you sound like manky scouse boy steve,like! i is travelling on da bus home.wot has you inmind 4 recreation dis eve?"
"normal","fyi i am taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
"normal","on a tuesday night are you 4 real"
"normal","yes when is the appt again?"
"normal","just got outta class going to go gym."
"normal","i want to sent  &lt;#&gt; mesages today. that is y. sorry if i hurts"
"normal","ü all write or wat.."
"normal","ha! i would not say that i just did not read anything into way you seemed. i do not like 2 be judgemental....i save that for fridays in the pub!"
"normal","its a valentine game. . . send dis message to all your friends. . if 5 answers are d same then someone really loves you. . ques- which colour suits me the best?"
"normal","hi:)did you asked to waheeda fathima about leave?"
"normal","enjoy urself tomorrow..."
"normal","you still around? i could use a half-8th"
"fraud","you 447801259231 have a secret admirer who is looking 2 make contact with you-find out who they are*reveal who thinks your so special-call on 09058094597"
"normal","you give us back my id proof and  &lt;#&gt;  rs. we will not allow you to work. we will come to your home within days"
"normal","ü bot notes oredi... cos i juz rem i got..."
"normal","yes. rent is very expensive so its the way we save."
"normal","night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay. gud mrng"
"normal","how is the pain dear?y are you smiling?"
"normal","fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
"fraud","important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you!"
"normal","sorry, i cannot help you on this."
"normal","great. so should i send you my account number."
"normal","hellogorgeous, how is you? my fone was on charge lst nitw wen you texd me. hopeu ad a nice wkend as i am sure you did lookin 4ward 2 c-in you 2mrw love jaz"
"fraud","our dating service has been asked 2 contact you by someone shy! call 09058091870 now all will be revealed. pobox84, m26 3uz 150p"
"normal","ü only send me the contents page..."
"normal","night sweet, sleep well! i have just been to see the exorcism of emily rose and may never sleep again! hugs and snogs! "
"normal","do not think about ""what you have got"" think about ""how to use it that you have got"" good ni8"
"normal","i cannot right this second, got to hit people up first"
"normal","evry emotion dsn't hav words.evry wish dsn't hav prayrs.. if you smile,d world is wit you.othrwise even d drop of tear dsn't lik 2 stay wit you.so b happy.. good morning, keep smiling:-)"
"normal","so what about you. what do you remember"
"normal","ujhhhhhhh computer shipped out with address to sandiago and parantella lane. wtf. poop."
"normal","mm yes dear look how i am hugging you both. :-p"
"normal","i like dis sweater fr mango but no more my size already so irritating."
"normal","1 i do not have her number and 2 its going to be a massive pain in the ass and i would rather not get involved if that is possible"
"normal","anytime lor..."
"fraud","do you want a new video handset? 750 any time any network mins? unlimited text? camcorder? reply or call now 08000930705 for del sat am"
"normal","purity of friendship between two is not about smiling after reading the forwarded message..its about smiling just by seeing the name. gud evng"
"fraud","your balance is now £600. next question: complete the landmark, big, a. bob, b. barry or c. ben ?. text a, b or c to 83738. good luck!"
"normal","me fine..absolutly fine"
"normal","k and you are sure i do not have to have consent forms to do it :v"
"fraud","your tonexs subscription has been renewed and you have been charged £4.50. you can choose 10 more polys this month. www.clubzed.co.uk *billing message*"
"fraud","if you do not, your prize will go to another customer. t&c at www.t-c.biz 18+ 150p/min polo ltd suite 373 london w1j 6hl please call back if busy"
"normal","how much is torch in 9ja."
"normal","doing nothing, then you not having dinner w us?"
"normal","how are you. just checking up on you"
"normal","done it but internet connection v slow and can‘t send it. will try again later or first thing tomo."
"normal","mathews or tait or edwards or anderson"
"normal","yeah sure thing mate haunt got all my stuff sorted but i am going sound anyway promoting hex for .by the way who is this? do not know number. joke"
"normal","no need lar i go engin? cos my sis at arts today..."
"normal","thanks honey but still have not heard anything i will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!"
"fraud","do you want a new nokia 3510i colour phone delivered tomorrow? with 200 free minutes to any mobile + 100 free text + free camcorder reply or call 8000930705"
"normal",", i am .. on the snowboarding trip. i was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? cheers, "
"normal","s.i am watching it in live.."
"normal","see you then, we are all christmassy here!"
"normal","k i am ready,  &lt;#&gt; ?"
"normal","do you know why god created gap between your fingers..? so that, one who is made for you comes &amp; fills those gaps by holding your hand with love..!"
"normal","the greatest test of courage on earth is to bear defeat without losing heart....gn tc"
"normal","what are your new years plans?"
"fraud","recpt 1/3. you have ordered a ringtone. your order is being processed..."
"normal","baaaaaaaabe! wake up ! i miss you ! i crave you! i need you!"
"normal","only just got this message, not ignoring you. yes, i was. shopping that is"
"normal","dear :-/ why you mood off. i cannot drive so i brother to drive"
"normal","when did dad get back."
"normal","can you tell shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. she should ask someone to check sagamu for the same thing and lautech. its vital she completes her medical education in nigeria. its less expensive much less expensive. unless she will be getting citizen rates in new zealand."
"normal","yes just finished watching days of our lives. i love it."
"normal","juz go google n search 4 qet..."
"normal","many times we lose our best ones bcoz we are "
"normal","good friends care for each other.. close friends understand each other... and true friends stay forever beyond words, beyond time. gud ni8"
"normal","just getting back home"
"normal","sorry, i will call later  &lt;#&gt; mins"
"normal","dun need to use dial up juz open da browser n surf..."
"fraud","as one of our registered subscribers you can enter the draw 4 a 100 g.b. gift voucher by replying with enter. to unsubscribe text stop"
"normal","awesome, plan to get here any time after like  &lt;#&gt; , i will text you details in a wee bit"
"normal","take care and sleep well.you need to learn to change in life.you only need to get convinced on that.i will wait but no more conversations between us.get convinced by that time.your family is over for you in many senses.respect them but not overemphasise.or you have no role in my life."
"fraud","for your chance to win a free bluetooth headset then simply reply back with ""adp"""
"normal","you also did not get na hi hi hi hi hi"
"normal","you but it cannot display internal subs so i got to extract them"
"normal","if i said anything wrong sorry de:-)"
"normal","sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish."
"normal","how stupid to say that i challenge god.you do not think at all on what i write instead you respond immed."
"normal","yeah i should be able to, i will text you when i am ready to meet up"
"normal","v skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; if i do not make it hav gd night"
"normal"," says that he is quitting at least5times a day so i wudn't take much notice of that. nah, she did not mind. are you going to see him again? do you want to come to taunton tonight? you can tell me all about !"
"normal","when you get free, call me"
"normal","how have your little darlings been so far this week? need a coffee run tomo?cannot believe it is that time of week already …"
"normal","ok i message you before i leave my house."
"normal","still at west coast... haiz... ü will take forever to come back..."
"normal","mmm ... fuck .... merry christmas to me"
"normal","alright. thanks for the advice. enjoy your night out. i am about to try to get some sleep..."
"normal","update your face book status frequently :)"
"normal","just now saw your message.it k da:)"
"normal","was it something you ate?"
"normal","so what did the bank say about the money?"
"normal","aiyar dun disturb you liao... thk you have lots 2 do aft your cupboard come..."
"normal","hey they are not watching movie tonight so i will prob b home early..."
"normal","yar lor... how you noe? you used dat route too?"
"normal","2mro i am not coming to gym machan. goodnight."
"normal","do not think you need yellow card for uk travel. ask someone that has gone before. if you do its just  &lt;#&gt; bucks"
"normal","can you look 4 me in da lib i got stuff have not finish yet."
"normal","sounds great! i am going to sleep now. have a good night!"
"fraud","do not b floppy... b snappy & happy! only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324"
"normal","house-maid is the murderer, coz the man was murdered on  &lt;#&gt; th january.. as public holiday all govt.instituitions are closed,including post office..understand?"
"normal","how come you got nothing to do?"
"normal","nothing will ever be easy. but do not be looking for a reason not to take a risk on life and love"
"normal","i want to grasp your pretty booty :)"
"normal","i have got it down to a tea. not sure which flavour"
"normal","i am going 2 orchard now laready me reaching soon. you reaching?"
"normal","dear i am not denying your words please"
"normal","you know my old dom i told you about yesterday ? his name is roger? he got in touch with me last night and wants me to meet him today at 2 pm"
"normal","come back to tampa ffffuuuuuuu"
"normal","2 celebrate my bday, y else?"
"normal","merry christmas to you too annie!"
"normal","please tell me you have some of that special stock you were talking about"
"normal","i sent them. do you like?"
"fraud","urgent your awarded a complimentary trip to eurodisinc trav, aco&entry41 or £1000. to claim txt dis to 87121 18+6*£1.50(morefrmmob. shracomorsglsuplt)10, ls1 3aj"
"normal","awesome, be there in a minute"
"normal","and that is the problem. you walk around in ""julianaland"" oblivious to what is going on around you. i say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. it is not that you do not know why i am upset--it is that you do not listen when i tell you what is going to upset me. then you want to be surprised when i am mad."
"normal","i have told you everything will stop. just do not let her get dehydrated."
"normal","or i guess  &lt;#&gt;  min"
"normal","i am home. ard wat time will you reach?"
"normal","storming message: wen you lift d phne, you say ""hello"" do you knw wt is d real meaning of hello?? . . . it is d name of a girl..! . . . yes.. and you knw who is dat girl?? ""margaret hello"" she is d girlfrnd f grahmbell who invnted telphone... . . . . moral:one can 4get d name of a person, bt not his girlfrnd... g o o d n i g h t . . .@"
"normal","if you want to mapquest it or something look up ""usf dogwood drive"", that is the tiny street where the parking lot is"
"normal","aight should i just plan to come up later tonight?"
"normal","die... i accidentally deleted e message i suppose 2 put in e sim archive. haiz... i so sad..."
"fraud","welcome to uk-mobile-date this message is free giving you free calling to 08719839835. future mgs billed at 150p daily. to cancel send ""go stop"" to 89123"
"normal","this is wishing you a great day. moji told me about your offer and as always i was speechless. you offer so easily to go to great lengths on my behalf and its stunning. my exam is next friday. after that i will keep in touch more. sorry."
"normal","thanks again for your reply today. when is your visa coming in. and are you still buying the gucci and bags. my sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. later sha."
"normal","sorry i flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
"normal","he said i look pretty wif long hair wat. but i thk he is cutting quite short 4 me leh."
"normal","ranjith cal drpd deeraj and deepak 5min hold"
"normal","cheers for callin babe.sozi culdnt talkbut i wannatell you details later wenwecan chat properly x"
"normal","hey you still at the gym?"
"normal","she said,'' do you mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife,"
"normal","much better now thanks lol"
"normal","nothing, smsing you n xy lor. sorry lor da guys neva c you in person but they sort of know you lor. so you wan 2 meet them xy ask me 2 bring you along 4 our next meeting."
"normal","let me know when i can swing by and pick up, i am free basically any time after 1 all this semester"
"normal","wa... you so efficient... gee... thanx..."
"fraud","3. you have received your mobile content. enjoy"
"normal","s but not able to sleep."
"fraud","want explicit sex in 30 secs? ring 02073162414 now! costs 20p/min"
"normal","we will meet soon princess! talk to you later!"
"normal","i will pick you up at about 5.15pm to go to taunton if you still want to come."
"normal","oh :-)only 4 outside players allowed to play know"
"normal","i anything lor."
"normal","erutupalam thandiyachu"
"normal","y cannot you try new invention to fly..i am not joking.,"
"normal","no..its ful of song lyrics.."
"normal","what do you reckon as need 2 arrange transport if you cannot do it, thanks"
"normal","true lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it."
"normal","shopping? eh ger i toking about syd leh...haha"
"normal","what not under standing."
"normal","have * good weekend."
"normal","miss call miss call khelate kintu opponenter miss call dhorte lage. that is d rule. one with great phone receiving quality wins."
"normal","call me when you get the chance please &lt;3"
"normal","the new deus ex game comin early next your"
"normal","my computer just fried the only essential part we do not keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7"
"normal","my friend, she is studying at warwick, we have planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
"normal","probably a couple hours tops"
"normal","lol .. *grins* .. i am not babe, but thanks for thinking of me!"
"normal","man this bus is so so so slow. i think you are going to get there before me"
"normal","hope this text meets you smiling. if not then let this text give you a reason to smile. have a beautiful day."
"normal","in case you wake up wondering where i am, i forgot i have to take care of something for grandma today, should be done before the parade"
"normal","ok"
"fraud","latest nokia mobile or ipod mp3 player +£400 proze guaranteed! reply with: win to 83355 now! norcorp ltd.£1,50/mtmsgrcvd18+"
"fraud","sms services. for your inclusive text credits, please goto www.comuk.net login= 3qxj9 unsubscribe with stop, no extra charge. help 08702840625.comuk. 220-cm2 9ae"
"normal","nevermind take your time."
"normal","so wat's da decision?"
"normal","wot is you up 2 then bitch?"
"normal","stupid.its not possible"
"normal","she told to hr that he want posting in chennai:)because i am working here:)"
"fraud","mobile club: choose any of the top quality items for your mobile. 7cfca1a"
"normal","when are you guys leaving?"
"normal","he neva grumble but i sad lor... hee... buy tomorrow lor aft lunch. but we still meetin 4 lunch tomorrow a not. neva hear fr them lei. ü got a lot of work ar?"
"normal","not able to do anything."
"normal","ü takin linear algebra today?"
"normal","this weekend is fine (an excuse not to do too much decorating)"
"normal","sorry i missed you babe. i was up late and slept in. i hope you enjoy your driving lesson, boytoy. i miss you too ... *teasing kiss*"
"normal","now project pa. after that only i can come."
"fraud","money i have won wining number 946 wot do i do next"
"normal","sure, whenever you show the fuck up &gt;:("
"normal","that was random saw my old roomate on campus. he graduated"
"fraud","congrats! 2 mobile 3g videophones are yours. call 09061744553 now! videochat wid your mates, play java games, dload polyh music, noline rentl. bx420. ip4. 5we. 150pm"
"normal","men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. but the law allows only one wife...."
"normal","that sucks. so what do you got planned for your yo valentine? i am your yo valentine are not i?"
"normal","just got part nottingham - 3 hrs 63miles. good thing i love my man so much, but only doing 40mph. hey ho"
"normal","what to think no one saying clearly. ok leave no need to ask her. i will go if she come or not"
"normal","hi good mornin.. thanku wish you d same.."
"normal","do you want 2 meet up 2morro"
"normal","actually i decided i was too hungry so i have not left yet :v"
"normal","i have sent ü my part.."
"normal","cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. then he started guessing who i was wif n he finally guessed darren lor."
"fraud","i want some cock! my hubby's away, i need a real man 2 satisfy me. txt wife to 89938 for no strings action. (txt stop 2 end, txt rec £1.50ea. otbox 731 la1 7ws. )"
"normal","understand. his loss is my gain :) so do you work? school?"
"normal","how are you? i have missed you! i have not been up 2 much a bit bored with the holiday want 2 go bak 2 college! sad is not it?xx"
"normal","hiya, probably coming home * weekend after next"
"normal","do not forget though that i love you .... and i walk beside you. watching over you and keeping your heart warm."
"normal","i wish things were different. i wonder when i will be able to show you how much i value you. please continue the brisk walks no drugs without askin me please and find things to laugh about. i love you dearly."
"normal","ok both our days. so what are you making for dinner tonite? am i invited?"
"fraud","gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on your phone - 4 details text horny to 89070 to cancel send stop to 89070"
"normal","i have no money 4 steve mate! !"
"normal","i am late tellmiss i am on my way"
"normal","never blame a day in your life. good days give you happiness. bad days give you experience. both are essential in life! all are gods blessings! good morning.:"
"normal","normally i use to drink more water daily:)"
"normal","dare i ask... any luck with sorting out the car?"
"normal","party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
"normal","urgh, coach hot, smells of chip fat! thanks again, especially for the duvet (not a predictive text word)."
"normal","hiya. how was last night? i have been naughty and bought myself clothes and very little ... ready for more shopping though! what kind of time do you want to meet?"
"fraud","freemsg hi baby wow just got a new cam moby. want to c a hot pic? or fancy a chat?"
"normal","i have been trying to reach him without success"
"normal","when you and derek done with class?"
"normal","never y lei... i v lazy... got wat? dat day ü send me da url cannot work one..."
"normal","never try alone to take the weight of a tear that comes out of your heart and falls through your eyes... always remember a stupid friend is here to share... bslvyl"
"normal","hey mate. spoke to the mag people. we‘re on.  the is deliver by the end of the month. deliver on the 24th sept. talk later. "
"normal","hope you are having a good week. just checking in"
"normal","haha, my friend tyler literally just asked if you could get him a dubsack"
"normal","hey! do you fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love pete x x x"
"normal","great. have a safe trip. do not panic surrender all."
"normal","symptoms when you are in love: ""1.you like listening songs 2.you get stopped where you see the name of your beloved 3.you will not get angry when your"
"normal","sun ah... thk mayb can if dun have anythin on... thk have to book e lesson... e pilates is at orchard mrt you noe hor...  "
"normal","try to do something dear. you read something for exams"
"normal","7 wonders in my world 7th you 6th your style 5th your smile 4th your personality 3rd your nature 2nd your sms and 1st ""your lovely friendship""... good morning dear"
"normal","gettin rdy to ship comp"
"normal","i am in hospital da. . i will return home in evening"
"normal","piss is talking is someone that realise you that point this at is it.(now read it backwards)"
"normal","think + da. you wil do."
"normal","i am awake oh. what is up."
"normal","good afternoon my boytoy. how goes that walking here and there day ? did you get that police abstract? are you still out and about? i wake and miss you babe"
"normal","how much you trying to get?"
"normal","come around  &lt;decimal&gt; pm vikky..i am otside nw, il come by tht time"
"normal","tell me again what your address is"
"normal","honeybee said: *i am d sweetest in d world* god laughed &amp; said: *wait,you havnt met d person reading this message* moral: even god can crack jokes! gm+gn+ge+gn:)"
"normal","should i buy him a blackberry bold 2 or torch. should i buy him new or used. let me know. plus are you saying i should buy the  &lt;#&gt; g wifi ipad. and what are you saying about the about the  &lt;#&gt; g?"
"normal","but you were together so you should be thinkin about him"
"normal","hiya how is it going in sunny africa? hope you are avin a good time. give that big old silver back a big kiss from me."
"normal","at what time should i come tomorrow"
"fraud","want to have a laugh? try chit-chat on your mobile now! logon by txting the word: chat and send it to no: 8883 cm po box 4217 london w1a 6zf 16+ 118p/message rcvd"
"normal","omg how did you know what i ate?"
"fraud","urgent! this is the 2nd attempt to contact you!you have won £1000call 09071512432 before 300603t&csbcm4235wc1n3xx.callcost150ppmmobilesvary. max£7. 50"
"normal",":( but your not here...."
"normal","not directly behind... about 4 rows behind ü..."
"fraud","congratulations your awarded 500 of cd vouchers or 125gift guaranteed & free entry 2 100 wkly draw txt music to 87066"
"fraud","had your contract mobile 11 mnths? latest motorola, nokia etc. all free! double mins & text on orange tariffs. text yes for callback, no to remove from records"
"fraud","urgent! call 09066350750 from your landline. your complimentary 4* ibiza holiday or 10,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+"
"normal","no plans yet. what are you doing ?"
"normal","hi ....my engagement has been fixd on  &lt;#&gt; th of next month. i know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(."
"normal","not course. only maths one day one chapter with in one month we can finish."
"normal","wow did not think it was that common. i take it all back your not a freak! unless you chop it off:-)"
"fraud","for your chance to win a £250 wkly shopping spree txt: shop to 80878. t's&c's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
"normal","noooooooo please. last thing i need is stress. for once in your life be fair."
"fraud","you have a secret admirer who is looking 2 make contact with you-find out who they are*reveal who thinks your so special-call on 09065171142-stopsms-08718727870150ppm"
"fraud","mila, age23, blonde, new in uk. i look sex with uk guys. if you like fun with me. text mtalk to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. help08718728876"
"normal","i will see if i can swing by in a bit, got some things to take care of here firsg"
"normal","i wanted to wish you a happy new year and i wanted to talk to you about some legal advice to do with when gary and i split but in person. i will make a trip to ptbo for that. i hope everything is good with you babe and i love you :)"
"normal","have you not finished work yet or something?"
"normal","tomorrow i am not going to theatre. . . so i can come wherever you call me. . . tell me where and when to come tomorrow"
"fraud","well done england! get the official poly ringtone or colour flag on yer mobile! text tone or flag to 84199 now! opt-out txt eng stop. box39822 w111wx £1.50"
"normal","right it was not you who phoned it was someone with a number like yours!"
"normal","it is ok i wun b angry. message you aft i come home tonight."
"normal","i had a good time too. its nice to do something a bit different with my weekends for a change. see you soon"
"normal","yo sorry was in the shower sup"
"normal","carlos is down but i have to pick it up from him, so i will swing by usf in a little bit"
"normal","full heat pa:-) i have applyed oil pa."
"normal","i am stuck in da middle of da row on da right hand side of da lt... "
"normal","have you laid your airtel line to rest?"
"normal","hi did you decide wot 2 get 4 his birthday if not ill prob jus get him a voucher frm virgin or sumfing "
"fraud","freemsg: txt: call to no: 86888 & claim your reward of 3 hours talk time to use from your phone now! subscribe6gbp/mnth inc 3hrs 16 stop?txtstop"
"normal","hey j! are you feeling any better, hopeso hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof love me xxxx"
"normal","and i do not plan on staying the night but i probably will not be back til late"
"normal","thanx 4 puttin da fone down on me!!"
"normal","i need an 8th but i am off campus atm, could i pick up in an hour or two?"
"normal","oh... haha... den we shld had went today too... gee, nevermind la... kaiez, i dun mind goin jazz oso... scared hiphop open cannot catch up... "
"normal","been running but only managed 5 minutes and then needed oxygen! might have to resort to the roller option!"
"normal","we live in the next  &lt;#&gt; mins"
"normal","y de asking like this."
"normal","just glad to be talking to you."
"normal","wat time ü finish?"
"normal","sorry da. i gone mad so many pending works what to do."
"normal","how much you got for cleaning"
"normal","how is my favourite person today? are you workin hard? could not sleep again last nite nearly rang you at 4.30"
